Row ID,Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District_accident,Analysis Neighborhood_accident,Supervisor District_accident,Supervisor District 2012,Latitude_accident,Longitude_accident,Point_accident,data_as_of_accident,data_loaded_at_accident,Year_accident,Month_accident,DayOfWeek_accident,Location_accident,lat_round,lon_round,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District_complaint,Neighborhood,Analysis Neighborhood_complaint,Police District_complaint,Latitude_complaint,Longitude_complaint,Point_complaint,point_geom,Source,data_as_of_complaint,data_loaded_at_complaint,Year_complaint,Month_complaint,DayOfWeek_complaint,Location_complaint
148347668060,2025-05-14 12:45:00,2025-05-14,12:45:00,2025,Wednesday,2025-05-14 22:35:00,1483476,250271784,251343101.0,IS,Initial Supplement,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,10TH ST \ FOLSOM ST,24233000,Tenderloin,South of Market,6,6,37.77281188964844,-122.41282653808594,POINT (-122.412826538 37.77281189),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Wednesday,"37.77281188964844,-122.41282653808594",37.773,-122.413,101000784211,2024-09-30 12:55:46,09/30/2024 01:13:44 PM,09/30/2024 01:13:47 PM,Closed,Case Resolved,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION 10TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",10TH ST,6,South of Market,South of Market,SOUTHERN,37.7728121372,-122.4128242408,"(37.7728121372, -122.4128242408)",POINT (-122.412824241 37.772812137),Phone,2024/10/10 06:00:00 AM,2024/10/11 08:57:42 AM,2024,9,Monday,"37.7728121372,-122.4128242408"
148347668060,2025-05-14 12:45:00,2025-05-14,12:45:00,2025,Wednesday,2025-05-14 22:35:00,1483476,250271784,251343101.0,IS,Initial Supplement,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,10TH ST \ FOLSOM ST,24233000,Tenderloin,South of Market,6,6,37.77281188964844,-122.41282653808594,POINT (-122.412826538 37.77281189),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Wednesday,"37.77281188964844,-122.41282653808594",37.773,-122.413,101001775872,2025-04-16 10:18:57,04/22/2025 12:00:00 AM,04/22/2025 12:27:39 PM,Closed,Case Resolved - Email sent to flag company. Will be addressed the next day. -,PW - Street Use and Mapping,Damage Property,traffic_signal,,"1410 FOLSOM ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77277755544604,-122.41305114036092,"(37.77277755544604, -122.41305114036093)",POINT (-122.41305114 37.772777555),Mobile,2025/05/02 01:00:00 AM,2025/05/02 02:53:52 AM,2025,4,Wednesday,"37.77277755544604,-122.41305114036092"
148347668060,2025-05-14 12:45:00,2025-05-14,12:45:00,2025,Wednesday,2025-05-14 22:35:00,1483476,250271784,251343101.0,IS,Initial Supplement,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,10TH ST \ FOLSOM ST,24233000,Tenderloin,South of Market,6,6,37.77281188964844,-122.41282653808594,POINT (-122.412826538 37.77281189),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Wednesday,"37.77281188964844,-122.41282653808594",37.773,-122.413,101001815874,2025-04-24 10:28:16,04/25/2025 09:42:32 AM,04/25/2025 09:42:32 AM,Closed,Case Resolved - Please refer to TSS complaint report #1723.  No problem found.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 10TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",10TH ST,6,South of Market,South of Market,SOUTHERN,37.7728121372,-122.4128242408,"(37.7728121372, -122.4128242408)",POINT (-122.412824241 37.772812137),Phone,2025/05/05 01:00:00 AM,2025/05/05 02:53:50 AM,2025,4,Thursday,"37.7728121372,-122.4128242408"
148740268060,2025-05-30 23:47:00,2025-05-30,23:47:00,2025,Friday,2025-05-30 23:47:00,1487402,250304028,251503627.0,II,Initial,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Central,South of Market,6,6,37.785743713378906,-122.40583038330078,POINT (-122.405830383 37.785743713),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Friday,"37.785743713378906,-122.40583038330078",37.786,-122.406,101001299150,2025-01-12 07:30:38,01/13/2025 03:56:11 PM,01/13/2025 03:56:11 PM,Closed,Case Resolved - TSIG-365,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 4TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/23 06:00:00 AM,2025/01/24 08:57:28 AM,2025,1,Sunday,"37.7857438394,-122.4058310695"
148740268060,2025-05-30 23:47:00,2025-05-30,23:47:00,2025,Friday,2025-05-30 23:47:00,1487402,250304028,251503627.0,II,Initial,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Central,South of Market,6,6,37.785743713378906,-122.40583038330078,POINT (-122.405830383 37.785743713),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Friday,"37.785743713378906,-122.40583038330078",37.786,-122.406,101001279019,2025-01-08 08:53:51,01/09/2025 07:48:49 AM,01/09/2025 07:48:49 AM,Closed,"Case Resolved - Please refer to TSS complaint report #11.  Resolved wiring matter, restored three color opertaion.",MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 4TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/19 06:00:00 AM,2025/01/20 09:01:03 AM,2025,1,Wednesday,"37.7857438394,-122.4058310695"
148740268060,2025-05-30 23:47:00,2025-05-30,23:47:00,2025,Friday,2025-05-30 23:47:00,1487402,250304028,251503627.0,II,Initial,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Central,South of Market,6,6,37.785743713378906,-122.40583038330078,POINT (-122.405830383 37.785743713),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Friday,"37.785743713378906,-122.40583038330078",37.786,-122.406,101001294349,2025-01-10 18:42:12,01/10/2025 08:55:31 PM,01/10/2025 08:55:38 PM,Closed,Accepted - reported to public safety spoke with paul,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/20 06:00:00 AM,2025/01/21 09:01:25 AM,2025,1,Friday,"37.7857438394,-122.4058310695"
148740268060,2025-05-30 23:47:00,2025-05-30,23:47:00,2025,Friday,2025-05-30 23:47:00,1487402,250304028,251503627.0,II,Initial,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Central,South of Market,6,6,37.785743713378906,-122.40583038330078,POINT (-122.405830383 37.785743713),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Friday,"37.785743713378906,-122.40583038330078",37.786,-122.406,101001299909,2025-01-12 10:33:40,01/12/2025 02:14:48 PM,01/12/2025 04:49:10 PM,Closed,Case is a Duplicate - Please see Comp. # TSIG25-348 - 311-101001299150,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/22 06:00:00 AM,2025/01/23 08:59:44 AM,2025,1,Sunday,"37.7857438394,-122.4058310695"
148740268060,2025-05-30 23:47:00,2025-05-30,23:47:00,2025,Friday,2025-05-30 23:47:00,1487402,250304028,251503627.0,II,Initial,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Central,South of Market,6,6,37.785743713378906,-122.40583038330078,POINT (-122.405830383 37.785743713),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,5,Friday,"37.785743713378906,-122.40583038330078",37.786,-122.406,101002016134,2025-06-01 12:17:33,06/06/2025 05:00:42 PM,06/06/2025 05:00:42 PM,Closed,Case Transferred - Per process - cases are closed 5 days after assignment.,311 - Service Request Hold,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, STOCKTON ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/06/16 01:00:00 AM,2025/06/16 02:56:41 AM,2025,6,Sunday,"37.7857438394,-122.4058310695"
148817868050,2025-06-04 19:36:00,2025-06-04,19:36:00,2025,Wednesday,2025-06-04 19:36:00,1488178,250313041,251552997.0,II,Initial,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,05TH ST \ CLARA ST,23910000,Southern,South of Market,6,6,37.77945709228516,-122.40237426757812,POINT (-122.402374268 37.779457092),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,6,Wednesday,"37.77945709228516,-122.40237426757812",37.779,-122.402,101001770757,2025-04-15 11:18:10,04/17/2025 11:05:16 AM,04/17/2025 11:05:16 AM,Closed,Case Resolved - Please refer to TSS complaint report #1546.  No problem found.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2025/04/27 01:00:00 AM,2025/04/28 02:53:01 AM,2025,4,Tuesday,"37.7790321755,-122.401843247"
148817868050,2025-06-04 19:36:00,2025-06-04,19:36:00,2025,Wednesday,2025-06-04 19:36:00,1488178,250313041,251552997.0,II,Initial,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,05TH ST \ CLARA ST,23910000,Southern,South of Market,6,6,37.77945709228516,-122.40237426757812,POINT (-122.402374268 37.779457092),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,6,Wednesday,"37.77945709228516,-122.40237426757812",37.779,-122.402,101001123522,2024-12-06 04:54:48,12/09/2024 09:25:27 AM,12/09/2024 09:25:27 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3693 and 24-3693 FU.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, HARRISON ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2024/12/19 06:00:00 AM,2024/12/20 09:08:54 AM,2024,12,Friday,"37.7790321755,-122.401843247"
148817868050,2025-06-04 19:36:00,2025-06-04,19:36:00,2025,Wednesday,2025-06-04 19:36:00,1488178,250313041,251552997.0,II,Initial,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,05TH ST \ CLARA ST,23910000,Southern,South of Market,6,6,37.77945709228516,-122.40237426757812,POINT (-122.402374268 37.779457092),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2025,6,Wednesday,"37.77945709228516,-122.40237426757812",37.779,-122.402,101001921591,2025-05-14 16:36:55,05/27/2025 10:50:55 AM,05/27/2025 10:50:55 AM,Closed,Case Resolved - Please refer to TSS complaint report #1998.  Re-aimed vehicle signals.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Wednesday,"37.7790321755,-122.401843247"
135537868050,2024-01-11 19:20:00,2024-01-11,19:20:00,2024,Thursday,2024-01-11 19:57:00,1355378,240024571,240112864.0,II,Initial,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,MISSION ST \ WASHBURN ST,24417000,Southern,South of Market,6,6,37.7758903503418,-122.41513061523438,POINT (-122.415130615 37.77589035),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2024,1,Thursday,"37.7758903503418,-122.41513061523438",37.776,-122.415,101000784221,2024-09-30 12:58:06,09/30/2024 01:14:05 PM,09/30/2024 01:14:09 PM,Closed,Case Resolved,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION 9TH ST, MISSION ST, SAN FRANCISCO, CA 94103",9TH ST,6,South of Market,South of Market,SOUTHERN,37.7762305281,-122.4147111681,"(37.7762305281, -122.4147111681)",POINT (-122.414711168 37.776230528),Phone,2024/10/10 06:00:00 AM,2024/10/11 08:57:42 AM,2024,9,Monday,"37.7762305281,-122.4147111681"
135537868050,2024-01-11 19:20:00,2024-01-11,19:20:00,2024,Thursday,2024-01-11 19:57:00,1355378,240024571,240112864.0,II,Initial,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,MISSION ST \ WASHBURN ST,24417000,Southern,South of Market,6,6,37.7758903503418,-122.41513061523438,POINT (-122.415130615 37.77589035),2025/06/12 10:07:02 AM,2025/06/13 09:52:57 AM,2024,1,Thursday,"37.7758903503418,-122.41513061523438",37.776,-122.415,101001890982,2025-05-08 16:20:15,05/09/2025 08:41:50 AM,05/09/2025 08:41:50 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1906,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 9TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7762305281,-122.4147111681,"(37.7762305281, -122.4147111681)",POINT (-122.414711168 37.776230528),Phone,2025/05/19 01:00:00 AM,2025/05/19 02:52:31 AM,2025,5,Thursday,"37.7762305281,-122.4147111681"
